,캠퍼스,대학이름,대학번호,부서이름,부서번호,학수번호-분반,이수구분,교과목명,담당교수,학점(시간),강의시간/강의실,상대평가,인원제한,대기,교환학생,출석확인자율화,무감독시험,유연학기,1)M,2)FC,3)T,1학년 정원,2학년 정원,3학년 정원,4학년 정원,교환학생 정원,대학원생 정원,전체 정원
0,서울,정보대학,5720,6666,6666,CYDF420-00,전공필수,뇌및인지과학개론(영강),곽지현,3( 3),화(5) 애기능생활관 302호 목(5) 애기능생활관 302호,,●,●,●,,,,,,,-,-,-,-,0,-,50 + 0
1,서울,정보대학,5720,6666,6666,CYDF420-00,전공필수,뇌및의공학입문(영강),이종환,3( 3),월(2) 과도관 615호 수(2) 과도관 615호,,●,●,●,,,,,,,-,-,-,-,0,-,50 + 0
2,서울,정보대학,5720,6666,6666,CYDF420-00,전공필수,뇌및머신러닝입문(영강),감태의,3( 3),수(2) 애기능생활관 303호 금(2) 애기능생활관 303호,,●,●,●,,,,,,,-,-,-,-,0,-,50 + 0
0,서울,정보대학,5720,5965,5965,CYDF420-00,전공필수,현장실습V,이성권,3( 0),,,●,●,,,,,,,,-,-,-,-,0,-,50 + 0
1,서울,정보대학,5720,5965,5965,CYDF420-00,전공필수,현장실습VI,이성권,3( 0),,,●,●,,,,,,,,-,-,-,-,0,-,50 + 0
2,서울,정보대학,5720,5965,5965,CYDF420-00,전공필수,현장실습VII,이성권,3( 0),,,●,●,,,,,,,,-,-,-,-,0,-,50 + 0
3,서울,정보대학,5720,5965,5965,CYDF420-00,전공필수,현장실습VIII,이성권,3( 0),,,●,●,,,,,,,,-,-,-,-,0,-,50 + 0
0,서울,정보대학,5720,5944,5944,CYDF420-00,전공선택,고급해킹실습  정보보호융합전공만 수강가능 과학도서관 209호에서 강의,김경곤,3( 6),화(6-11),,●,●,●,●,,,,,,-,-,-,-,0,-,50 + 0
0,서울,정보대학,5720,5722,5722,CYDF420-00,전공선택,이산수학(영강)  타과생분반(컴퓨터학과 수강불가),박성빈,3( 3),월(6) 정보통신관 601호 수(6) 정보통신관 601호,,●,●,●,,,,,,,-,-,-,-,0,-,50 + 0
1,서울,정보대학,5720,5722,5722,CYDF420-00,전공선택,이산수학(영강),박성빈,3( 3),화(6) 정보통신관 601호 금(5) 정보통신관 601호,,●,●,●,,,,,,,-,-,-,-,0,-,50 + 0
2,서울,정보대학,5720,5722,5722,CYDF420-00,전공필수,자료구조,이도길,3( 3),화(3-4) 정보통신관 205호 목(3) 정보통신관 205호,,●,●,●,●,,,,,,-,-,-,-,0,-,50 + 0
3,서울,정보대학,5720,5722,5722,CYDF420-00,전공필수,자료구조(영강),석흥일,3( 3),화(5) 정보통신관 601호 목(5) 정보통신관 601호,,●,●,●,,,,,,,-,-,-,-,0,-,50 + 0
4,서울,정보대학,5720,5722,5722,CYDF420-00,전공필수,자료구조,최수경,3( 3),화(5-6) 애기능생활관 301호,,●,●,●,,,,,,,-,-,-,-,0,-,50 + 0
5,서울,정보대학,5720,5722,5722,CYDF420-00,전공필수,알고리즘(영강),박성빈,3( 3),월(5) 정보통신관 202호 금(6) 정보통신관 202호,,●,●,●,,,,,,,-,-,-,-,0,-,50 + 0
6,서울,정보대학,5720,5722,5722,CYDF420-00,전공필수,알고리즘,,3( 3),월(5) 정보통신관 601호 수(5) 정보통신관 601호,,●,●,●,,,,,,,-,-,-,-,0,-,50 + 0
7,서울,정보대학,5720,5722,5722,CYDF420-00,전공선택,계산이론(영강),이희조,3( 3),월(2) 정보통신관 205호 수(2) 정보통신관 205호,,●,●,●,●,,,,,,-,-,-,-,0,-,50 + 0
8,서울,정보대학,5720,5722,5722,CYDF420-00,전공선택,논리설계(영강),정성우,3( 3),화(2) 정보통신관 601호 목(2) 정보통신관 601호,,●,●,●,●,,,,,●,-,-,-,-,0,-,50 + 0
9,서울,정보대학,5720,5722,5722,CYDF420-00,전공선택,논리설계,백승준,3( 3),화(6) 정보통신관 202호 목(6) 정보통신관 202호,,●,●,●,●,,,,,,-,-,-,-,0,-,50 + 0
10,서울,정보대학,5720,5722,5722,CYDF420-00,전공선택,논리설계,이숙윤,3( 3),화(1) 정보통신관 205호 목(1) 정보통신관 205호,,●,●,●,,,,,,,-,-,-,-,0,-,50 + 0
11,서울,정보대학,5720,5722,5722,CYDF420-00,전공필수,컴퓨터구조,,3( 3),월(5) 애기능생활관 301호 수(5) 애기능생활관 301호,,●,●,●,,,,,,,-,-,-,-,0,-,50 + 0
12,서울,정보대학,5720,5722,5722,CYDF420-00,전공선택,컴파일러,오학주,3( 3),월(6) 애기능생활관 301호 수(6) 애기능생활관 301호,●,●,●,●,●,,,,,,-,-,-,-,0,-,50 + 0
13,서울,정보대학,5720,5722,5722,CYDF420-00,전공선택,컴퓨터시스템설계(영강),서태원,3( 3),화(2) 애기능생활관 302호 목(2) 애기능생활관 302호,,●,●,●,●,,,,,,-,-,-,-,0,-,50 + 0
14,서울,정보대학,5720,5722,5722,CYDF420-00,전공선택,컴퓨터그래픽스,한정현,3( 3),월(5) 정보통신관 205호 수(5) 정보통신관 205호,,●,●,●,●,,,,,,-,-,-,-,0,-,50 + 0
15,서울,정보대학,5720,5722,5722,CYDF420-00,전공필수,운영체제,유혁,3( 3),화(6) 정보통신관 205호 목(6) 정보통신관 205호,,●,●,●,●,,,,,,-,-,-,-,0,-,50 + 0
16,서울,정보대학,5720,5722,5722,CYDF420-00,전공필수,운영체제,최수경,3( 3),화(2-4) 과도관 310호,,●,●,●,,,,,,,-,-,-,-,0,-,50 + 0
17,서울,정보대학,5720,5722,5722,CYDF420-00,전공필수,컴퓨터네트워크,민성기,3( 3),화(2) 정보통신관 205호 목(2) 정보통신관 205호,,●,●,●,●,,,,,,-,-,-,-,0,-,50 + 0
18,서울,정보대학,5720,5722,5722,CYDF420-00,전공선택,인공지능,육동석,3( 3),월(1) 정보통신관 205호 수(1) 정보통신관 205호 금(1-2) 정보통신관 205호,,●,●,●,●,,●,,,,-,-,-,-,0,-,50 + 0
19,서울,정보대학,5720,5722,5722,CYDF420-00,전공선택,인공지능(영강),김현우,3( 3),월(2) 애기능생활관 301호 수(2) 애기능생활관 301호,,●,●,●,●,,,,,,-,-,-,-,0,-,50 + 0
20,서울,정보대학,5720,5722,5722,CYDF420-00,전공선택,정보와정보학,김자미,3( 3),화(3) 애기능생활관 301호 목(3-4) 애기능생활관 301호,,●,●,●,,,,,,,-,-,-,-,0,-,50 + 0
21,서울,정보대학,5720,5722,5722,CYDF420-00,전공필수,데이터베이스,정순영,3( 3),화(2) 애기능생활관 301호 목(2) 애기능생활관 301호,,●,●,●,●,,,,,,-,-,-,-,0,-,50 + 0
22,서울,정보대학,5720,5722,5722,CYDF420-00,전공필수,데이터베이스,정연돈,3( 3),화(5) 정보통신관 205호 목(5) 정보통신관 205호,,●,●,●,●,●,,,,,-,-,-,-,0,-,50 + 0
23,서울,정보대학,5720,5722,5722,CYDF420-00,전공선택,신호및시스템,이재훈,3( 3),월(2) 과도관 310호 수(2) 과도관 310호,●,●,●,●,●,,,,,,-,-,-,-,0,-,50 + 0
24,서울,정보대학,5720,5722,5722,CYDF420-00,전공선택,기업가정신과리더쉽,정찬영,3( 3),월(7-8) 정보통신관 202호 목(4) 정보통신관 202호,,●,●,●,,,,,,,-,-,-,-,0,-,50 + 0
25,서울,정보대학,5720,5722,5722,CYDF420-00,전공선택,일반기업현장실습A  타교과목과 동시수강 불가,이숙윤,12( 0),,,●,●,,,,,,,,-,-,-,-,0,-,50 + 0
26,서울,정보대학,5720,5722,5722,CYDF420-00,전공선택,임베디드시스템,인호,3( 3),월(6) 정보통신관 B103호 수(6) 정보통신관 B103호,,●,●,●,●,●,,,,,-,-,-,-,0,-,50 + 0
27,서울,정보대학,5720,5722,5722,CYDF420-00,전공선택,볼록최적화입문,백승준,3( 3),화(3-4) 정보통신관 601호 목(3-4) 정보통신관 601호,,●,●,●,●,,,,,,-,-,-,-,0,-,50 + 0
28,서울,정보대학,5720,5722,5722,CYDF420-00,전공선택,볼록최적화입문,주창희,3( 3),월(6) 정보통신관 202호 수(6) 정보통신관 202호,,●,●,●,●,●,,,,,-,-,-,-,0,-,50 + 0
29,서울,정보대학,5720,5722,5722,CYDF420-00,전공선택,인터넷프로토콜(영강),김효곤,3( 3),화(2) 정보통신관 202호 목(2) 정보통신관 202호,,●,●,●,●,,,,,,-,-,-,-,0,-,50 + 0
30,서울,정보대학,5720,5722,5722,CYDF420-00,전공선택,자연어처리,임희석,3( 3),화(6) 애기능생활관 302호 금(6) 애기능생활관 302호,,●,●,●,●,,,,,●,-,-,-,-,0,-,50 + 0
31,서울,정보대학,5720,5722,5722,CYDF420-00,전공선택,데이터과학(영강),강재우,3( 3),화(5) 정보통신관 202호 목(5) 정보통신관 202호,,●,●,●,●,,,,,,-,-,-,-,0,-,50 + 0
32,서울,정보대학,5720,5722,5722,CYDF420-00,전공선택,데이터과학,이상근,3( 3),월(1) 정보통신관 202호 수(1) 정보통신관 202호,,●,●,●,,,,,,,-,-,-,-,0,-,50 + 0
33,서울,정보대학,5720,5722,5722,CYDF420-00,전공선택,정보이론과추론학습,정원주,3( 3),월(2) 정보통신관 601호 수(2) 정보통신관 601호,,●,●,●,●,,,,,,-,-,-,-,0,-,50 + 0
34,서울,정보대학,5720,5722,5722,CYDF420-00,전공선택,졸업프로젝트(캡스톤디자인)Ⅰ,이숙윤,3( 5),,,●,●,,,,,,,,-,-,-,-,0,-,50 + 0
35,서울,정보대학,5720,5722,5722,CYDF420-00,전공선택,졸업프로젝트(캡스톤디자인)Ⅱ,이숙윤,3( 5),,,●,●,,,,,,,,-,-,-,-,0,-,50 + 0
0,서울,간호대학,0231,0233,0233,CYDF420-00,전공선택,간호학개론,송준아,1( 1),화(7) 우정간호학관 401호,●,●,●,,,,,,,,-,-,-,-,0,-,50 + 0
1,서울,간호대학,0231,0233,0233,CYDF420-00,전공선택,건강과식이(영강)  10:00~12:00 *신임교수님 강의예정,,2( 2),화(1-2) 우정간호학관 101호,,●,●,,,,,,,,-,-,-,-,0,-,50 + 0
2,서울,간호대학,0231,0233,0233,CYDF420-00,전공선택,간호정보학및실습  10시 강의 시작,강지원,2( 2),금(1-2) 우정간호학관 101호,●,●,●,,,,,,,,-,-,-,-,0,-,50 + 0
3,서울,간호대학,0231,0233,0233,CYDF420-00,전공선택,간호연구방법론  화 14:45~16:05 / 목 5-6교시,정지연,2( 2),화(6) 우정간호학관 401호 목(5-6) 우정간호학관 401호,,●,●,,,,,,,,-,-,-,-,0,-,50 + 0
4,서울,간호대학,0231,0233,0233,CYDF420-00,전공선택,기초간호과학II,,2( 2),수(1-2) 우정간호학관 101호,●,●,●,,,,,,,,-,-,-,-,0,-,50 + 0
5,서울,간호대학,0231,0233,0233,CYDF420-00,전공선택,기초간호과학III,,3( 3),화(5-6) 우정간호학관 101호,●,●,●,,,,,,,,-,-,-,-,0,-,50 + 0
6,서울,간호대학,0231,0233,0233,CYDF420-00,전공선택,병원미생물학,이창규,1( 1),화(4) 우정간호학관 101호,●,●,●,,,,,,,,-,-,-,-,0,-,50 + 0
7,서울,간호대학,0231,0233,0233,CYDF420-00,전공선택,기초간호과학실습II,한아영,1( 2),수(3-4) 우정간호학관 101호,,●,●,,,,,,,,-,-,-,-,0,-,50 + 0
8,서울,간호대학,0231,0233,0233,CYDF420-00,전공선택,기초간호과학실습II,한아영,1( 2),수(5-6) 우정간호학관 101호,,●,●,,,,,,,,-,-,-,-,0,-,50 + 0
9,서울,간호대학,0231,0233,0233,CYDF420-00,전공선택,기초간호과학실습II,한아영,1( 2),수(7-8) 우정간호학관 101호,,●,●,,,,,,,,-,-,-,-,0,-,50 + 0
10,서울,간호대학,0231,0233,0233,CYDF420-00,전공선택,간호통계,서문경애,2( 2),목(1-2) 우정간호학관 101호,●,●,●,,,,,,,,-,-,-,-,0,-,50 + 0
11,서울,간호대학,0231,0233,0233,CYDF420-00,전공필수,기본간호학I,장성옥,2( 2),목(3-4) 우정간호학관 101호,●,●,●,,,,,,,,-,-,-,-,0,-,50 + 0
12,서울,간호대학,0231,0233,0233,CYDF420-00,전공선택,기본간호학실습I,장성옥,1( 2),목(5-6) 우정간호학관 101호,,●,●,,,,,,,,-,-,-,-,0,-,50 + 0
13,서울,간호대학,0231,0233,0233,CYDF420-00,전공선택,기본간호학실습I,박원희,1( 2),금(3-4) 우정간호학관 101호,,●,●,,,,,,,,-,-,-,-,0,-,50 + 0
14,서울,간호대학,0231,0233,0233,CYDF420-00,전공선택,기본간호학실습I,박원희,1( 2),금(6-7) 우정간호학관 101호,,●,●,,,,,,,,-,-,-,-,0,-,50 + 0
15,서울,간호대학,0231,0233,0233,CYDF420-00,전공필수,성인간호학I  금 9:30~10:55 / 13:00~14:25,박수경,3( 3),금(1) 우정간호학관 201호 금(4-5) 우정간호학관 201호,●,●,●,,,,,,,,-,-,-,-,0,-,50 + 0
16,서울,간호대학,0231,0233,0233,CYDF420-00,전공선택,성인간호학II  화 14:00~17:20,"박수경,정선영",3( 3),화(5) 우정간호학관 201호 화(6) 우정간호학관 201호,●,●,●,,,,,,,,-,-,-,-,0,-,50 + 0
17,서울,간호대학,0231,0233,0233,CYDF420-00,전공선택,성인간호학III  수 13:00~16:10,"김성렬,정선영",3( 3),수(4-5) 우정간호학관 201호 수(6) 우정간호학관 201호,●,●,●,,,,,,,,-,-,-,-,0,-,50 + 0
18,서울,간호대학,0231,0233,0233,CYDF420-00,전공선택,성인간호학실습II,김성렬,2( 6),,,●,●,,,,,,,,-,-,-,-,0,-,50 + 0
19,서울,간호대학,0231,0233,0233,CYDF420-00,전공선택,성인간호학실습II,박수경,2( 6),미정,,●,●,,,,,,,,-,-,-,-,0,-,50 + 0
20,서울,간호대학,0231,0233,0233,CYDF420-00,전공선택,성인간호학실습II,정선영,2( 6),,,●,●,,,,,,,,-,-,-,-,0,-,50 + 0
21,서울,간호대학,0231,0233,0233,CYDF420-00,전공선택,간호전문직과윤리  화 13:00~14:30 / 금 9:00~11:45,박진경,2( 2),화(4-5) 우정간호학관 401호 금(1-2) 우정간호학관 401호,●,●,●,,●,,,,,,-,-,-,-,0,-,50 + 0
22,서울,간호대학,0231,0233,0233,CYDF420-00,전공필수,아동간호학I  수 9:30~11:45 / 목 11:10~12:00,오원옥,3( 3),수(1-2) 우정간호학관 201호 목(3) 우정간호학관 201호,●,●,●,,,,,,,,-,-,-,-,0,-,50 + 0
23,서울,간호대학,0231,0233,0233,CYDF420-00,전공필수,모성간호학I  화10:00~12:10 / 목 10:00~10:55,박영주,3( 3),화(2-3) 우정간호학관 201호 목(2) 우정간호학관 201호,●,●,●,,,,,,,,-,-,-,-,0,-,50 + 0
24,서울,간호대학,0231,0233,0233,CYDF420-00,전공선택,노인간호학  목 14:00~16:10,송준아,2( 2),목(5-6) 우정간호학관 201호,●,●,●,,,,,,,,-,-,-,-,0,-,50 + 0
25,서울,간호대학,0231,0233,0233,CYDF420-00,전공선택,간호학실습입문,박수경,2( 6),,,●,●,,,,,,,,-,-,-,-,0,-,50 + 0
26,서울,간호대학,0231,0233,0233,CYDF420-00,전공선택,간호학실습입문,천홍진,2( 6),월(4-8),,●,●,,,,,,,,-,-,-,-,0,-,50 + 0
27,서울,간호대학,0231,0233,0233,CYDF420-00,전공선택,간호학실습입문,강지원,2( 6),미정,,●,●,,,,,,,,-,-,-,-,0,-,50 + 0
28,서울,간호대학,0231,0233,0233,CYDF420-00,전공선택,아동간호학실습,오원옥,3( 9),,,●,●,,,,,,,,-,-,-,-,0,-,50 + 0
29,서울,간호대학,0231,0233,0233,CYDF420-00,전공선택,아동간호학실습,박일태,3( 9),월(1-7),,●,●,,,,,,,,-,-,-,-,0,-,50 + 0
30,서울,간호대학,0231,0233,0233,CYDF420-00,전공선택,아동간호학실습,박일태,3( 9),목(7-8) 금(3-8),,●,●,,,,,,,,-,-,-,-,0,-,50 + 0
31,서울,간호대학,0231,0233,0233,CYDF420-00,전공선택,정신간호학II  화 9:00~12:05 / 수 9:00~12:05,한금선,3( 3),화(1-2) 우정간호학관 401호 수(1-2) 우정간호학관 401호,●,●,●,,,,,,,,-,-,-,-,0,-,50 + 0
32,서울,간호대학,0231,0233,0233,CYDF420-00,전공선택,모성간호학실습,박영주,3( 9),,,●,●,,,,,,,,-,-,-,-,0,-,50 + 0
33,서울,간호대학,0231,0233,0233,CYDF420-00,전공선택,모성간호학실습,신현정,3( 9),,,●,●,,,,,,,,-,-,-,-,0,-,50 + 0
34,서울,간호대학,0231,0233,0233,CYDF420-00,전공선택,모성간호학실습,전송이,3( 9),미정,,●,●,,,,,,,,-,-,-,-,0,-,50 + 0
35,서울,간호대학,0231,0233,0233,CYDF420-00,전공선택,지역사회간호학Ⅰ  수 13:00~16:40 / 목 9:00~11:45,추진아,3( 3),수(4-6) 우정간호학관 401호 목(1-2) 우정간호학관 401호,●,●,●,,,,,,,,-,-,-,-,0,-,50 + 0
0,서울,경영대학,0140,0142,0142,CYDF420-00,전공선택,Topic Course  (전략적기술사업화),신명철,3( 3),목(7-9) 현차관 B202호,,●,●,●,●,●,,,,,-,-,-,-,0,-,50 + 0
1,서울,경영대학,0140,0142,0142,CYDF420-00,전공선택,창업가의마인드셋,김진영,3( 3),화(1) 현차관 B205호 목(1) 현차관 B205호,,●,●,●,,,,,,,-,-,-,-,0,-,50 + 0
2,서울,경영대학,0140,0142,0142,CYDF420-00,전공선택,경영수학,박광태,3( 3),화(1) L-P 530호 목(1) L-P 530호,,●,●,●,,,,,●,,-,-,-,-,0,-,50 + 0
3,서울,경영대학,0140,0142,0142,CYDF420-00,전공선택,경영수학(영강),이남경,3( 3),월(6) L-P 107호 수(6) L-P 107호,,●,●,●,,,,,,,-,-,-,-,0,-,50 + 0
4,서울,경영대학,0140,0142,0142,CYDF420-00,전공선택,세계경제와기업(영강),조경아,3( 3),월(5) L-P 206호 수(5) L-P 206호,,●,●,●,,,,,,,-,-,-,-,0,-,50 + 0
5,서울,경영대학,0140,0142,0142,CYDF420-00,전공필수,마케팅원론,박찬수,3( 3),월(2) L-P 432호 수(2) L-P 432호,,●,●,●,,,,,●,,-,-,-,-,0,-,50 + 0
6,서울,경영대학,0140,0142,0142,CYDF420-00,전공필수,마케팅원론,김상용,3( 3),월(5) 현차관 B205호 수(5) 현차관 B205호,,●,●,●,,,,,,,-,-,-,-,0,-,50 + 0
7,서울,경영대학,0140,0142,0142,CYDF420-00,전공필수,마케팅원론,류강석,3( 3),월(5) L-P 433호 수(5) L-P 433호,,●,●,●,●,,,,,,-,-,-,-,0,-,50 + 0
8,서울,경영대학,0140,0142,0142,CYDF420-00,전공필수,마케팅원론(영강),유시진,3( 3),월(1) L-P 432호 수(1) L-P 432호,,●,●,●,●,,,,,,-,-,-,-,0,-,50 + 0
9,서울,경영대학,0140,0142,0142,CYDF420-00,전공필수,마케팅원론(영강),Tony C. Garrett,3( 3),화(1) L-P 432호 목(1) L-P 432호,,●,●,●,,,,,,,-,-,-,-,0,-,50 + 0
10,서울,경영대학,0140,0142,0142,CYDF420-00,전공필수,마케팅원론(영강),윤성아,3( 3),월(3-4) L-P 432호 수(3-4) L-P 432호,,●,●,●,,,,,,,-,-,-,-,0,-,50 + 0
11,서울,경영대학,0140,0142,0142,CYDF420-00,전공필수,마케팅원론(영강),유원상,3( 3),화(1) L-P 531호 목(1) L-P 531호,,●,●,●,,,,,,,-,-,-,-,0,-,50 + 0
12,서울,경영대학,0140,0142,0142,CYDF420-00,전공필수,재무관리(영강),김중혁,3( 3),화(1) 현차관 303호 목(1) 현차관 303호,,●,●,●,,,,,,,-,-,-,-,0,-,50 + 0
13,서울,경영대학,0140,0142,0142,CYDF420-00,전공필수,재무관리(영강),황준호,3( 3),월(6) L-P 432호 수(6) L-P 432호,,●,●,●,,,,,,,-,-,-,-,0,-,50 + 0
14,서울,경영대학,0140,0142,0142,CYDF420-00,전공필수,재무관리(영강),정지웅,3( 3),화(1-2) L-P 433호 목(1-2) L-P 433호,,●,●,●,,,●,,,,-,-,-,-,0,-,50 + 0
15,서울,경영대학,0140,0142,0142,CYDF420-00,전공필수,재무관리,이웅기,3( 3),화(5) 현차관 B206호 목(5) 현차관 B206호,,●,●,●,,,,,,,-,-,-,-,0,-,50 + 0
16,서울,경영대학,0140,0142,0142,CYDF420-00,전공필수,재무관리(영강),SONG JUN MYUNG,3( 3),화(6) L-P 530호 목(6) L-P 530호,,●,●,●,,,,,,,-,-,-,-,0,-,50 + 0
17,서울,경영대학,0140,0142,0142,CYDF420-00,전공필수,재무관리(영강),,3( 3),월(6) 현차관 B205호 수(6) 현차관 B205호,,●,●,●,,,,,,,-,-,-,-,0,-,50 + 0
18,서울,경영대학,0140,0142,0142,CYDF420-00,전공필수,재무관리,,3( 3),월(7-8) L-P 432호 수(7-8) L-P 432호,,●,●,●,,,,,,,-,-,-,-,0,-,50 + 0
19,서울,경영대학,0140,0142,0142,CYDF420-00,전공필수,재무관리,황인준,3( 3),화(7-8) 신공학관B101호 목(7-8) 신공학관B101호,,●,●,●,,,,,,,-,-,-,-,0,-,50 + 0
20,서울,경영대학,0140,0142,0142,CYDF420-00,전공필수,오퍼레이션스관리,박광태,3( 3),화(2) L-P 432호 목(2) L-P 432호,,●,●,●,,,,,●,,-,-,-,-,0,-,50 + 0
21,서울,경영대학,0140,0142,0142,CYDF420-00,전공필수,오퍼레이션스관리,김대기,3( 3),월(2) 현차관 B204호 수(2) 현차관 B204호,,●,●,●,●,,,,,,-,-,-,-,0,-,50 + 0
22,서울,경영대학,0140,0142,0142,CYDF420-00,전공필수,오퍼레이션스관리,임호순,3( 3),월(5) L-P 530호 수(5) L-P 530호,,●,●,●,●,,,,●,,-,-,-,-,0,-,50 + 0
23,서울,경영대학,0140,0142,0142,CYDF420-00,전공필수,오퍼레이션스관리(영강),신호정,3( 3),화(5) 현차관 B205호 목(5) 현차관 B205호,,●,●,●,,,,,,,-,-,-,-,0,-,50 + 0
24,서울,경영대학,0140,0142,0142,CYDF420-00,전공필수,오퍼레이션스관리(영강),김대수,3( 3),월(5) 현차관 B204호 수(5) 현차관 B204호,,●,●,●,,,,,,,-,-,-,-,0,-,50 + 0
25,서울,경영대학,0140,0142,0142,CYDF420-00,전공필수,오퍼레이션스관리(영강),김병조,3( 3),월(1) 현차관 B205호 수(1) 현차관 B205호,,●,●,●,,,,,,,-,-,-,-,0,-,50 + 0
26,서울,경영대학,0140,0142,0142,CYDF420-00,전공필수,오퍼레이션스관리(영강),,3( 3),화(6) L-P 433호 목(6) L-P 433호,,●,●,●,,,,,,,-,-,-,-,0,-,50 + 0
27,서울,경영대학,0140,0142,0142,CYDF420-00,전공필수,중급회계I,권수영,3( 3),월(5) L-P 432호 수(5) L-P 432호,,●,●,●,,,,,,,-,-,-,-,0,-,50 + 0
28,서울,경영대학,0140,0142,0142,CYDF420-00,전공필수,중급회계I(영강),최우석,3( 3),화(2) L-P 208호 목(2) L-P 208호,,●,●,●,,,,,,,-,-,-,-,0,-,50 + 0
29,서울,경영대학,0140,0142,0142,CYDF420-00,전공필수,중급회계I(영강),최우석,3( 3),화(5) L-P 208호 목(5) L-P 208호,,●,●,●,,,,,,,-,-,-,-,0,-,50 + 0
30,서울,경영대학,0140,0142,0142,CYDF420-00,전공필수,중급회계I(영강),지승민,3( 3),금(1-2) L-P 433호,,●,●,●,,,,,,,-,-,-,-,0,-,50 + 0
31,서울,경영대학,0140,0142,0142,CYDF420-00,전공필수,중급회계I(영강),배진한,3( 3),월(1) L-P 530호 수(1) L-P 530호,,●,●,●,●,,,,,,-,-,-,-,0,-,50 + 0
32,서울,경영대학,0140,0142,0142,CYDF420-00,전공필수,중급회계I(영강),유지연,3( 3),화(7-8) L-P 432호 목(7-8) L-P 432호,,●,●,●,,,,,,,-,-,-,-,0,-,50 + 0
33,서울,경영대학,0140,0142,0142,CYDF420-00,전공선택,중급회계II,배길수,3( 3),화(2) L-P 207호 목(2) L-P 207호,,●,●,●,●,,,,,,-,-,-,-,0,-,50 + 0
34,서울,경영대학,0140,0142,0142,CYDF420-00,전공선택,중급회계II(영강),김재영,3( 3),월(1) 현차관 B206호 수(1) 현차관 B206호,,●,●,●,,,,,,,-,-,-,-,0,-,50 + 0
35,서울,경영대학,0140,0142,0142,CYDF420-00,전공필수,경영정보시스템,한재민,3( 3),화(5) 현차관 303호 목(5) 현차관 303호,,●,●,●,,,,,,,-,-,-,-,0,-,50 + 0
36,서울,경영대학,0140,0142,0142,CYDF420-00,전공필수,경영정보시스템,정호원,3( 3),월(5) L-P 108호 수(5) L-P 108호,,●,●,●,●,,,,,,-,-,-,-,0,-,50 + 0
37,서울,경영대학,0140,0142,0142,CYDF420-00,전공필수,경영정보시스템(영강),홍세준,3( 3),화(2) 현차관 303호 목(2) 현차관 303호,,●,●,●,,,,,,,-,-,-,-,0,-,50 + 0
38,서울,경영대학,0140,0142,0142,CYDF420-00,전공필수,경영정보시스템(영강),이재남,3( 3),화(1) L-P 107호 목(1) L-P 107호,,●,●,●,●,,,,,,-,-,-,-,0,-,50 + 0
39,서울,경영대학,0140,0142,0142,CYDF420-00,전공필수,경영정보시스템(영강),이동원,3( 3),월(2) L-P 433호 수(2) L-P 433호,,●,●,●,,,,,,,-,-,-,-,0,-,50 + 0
40,서울,경영대학,0140,0142,0142,CYDF420-00,전공필수,경영정보시스템(영강),고병완,3( 3),화(6) 현차관 B204호 목(6) 현차관 B204호,,●,●,●,,,,,,,-,-,-,-,0,-,50 + 0
41,서울,경영대학,0140,0142,0142,CYDF420-00,전공필수,경영정보시스템(영강),,3( 3),월(6-8) 현차관 B204호 수(6-8) 현차관 B204호,,●,●,●,,,●,,,,-,-,-,-,0,-,50 + 0
42,서울,경영대학,0140,0142,0142,CYDF420-00,전공선택,비즈니스애널리틱스I(영강),김기훈,3( 3),화(2) 현차관 B301호 목(2) 현차관 B301호,,●,●,●,,,,,,,-,-,-,-,0,-,50 + 0
43,서울,경영대학,0140,0142,0142,CYDF420-00,전공선택,광고론(영강),서지영,3( 3),목(6-8) L-P 531호,,●,●,●,,,,,,,-,-,-,-,0,-,50 + 0
44,서울,경영대학,0140,0142,0142,CYDF420-00,전공선택,관리회계,김진배,3( 3),월(2) L-P 208호 수(2) L-P 208호,,●,●,●,●,,,,●,●,-,-,-,-,0,-,50 + 0
45,서울,경영대학,0140,0142,0142,CYDF420-00,전공선택,관리회계(영강),유승원,3( 3),월(3-4) L-P 216호 수(3-4) L-P 216호,,●,●,●,●,,,,●,●,-,-,-,-,0,-,50 + 0
46,서울,경영대학,0140,0142,0142,CYDF420-00,전공선택,관리회계(영강),한승수,3( 3),월(5) 현차관 B202호 수(5) 현차관 B202호,,●,●,●,,,,,,,-,-,-,-,0,-,50 + 0
47,서울,경영대학,0140,0142,0142,CYDF420-00,전공선택,마케팅조사론(영강),유시진,3( 3),월(2) L-P 206호 수(2) L-P 206호,,●,●,●,●,,,,,,-,-,-,-,0,-,50 + 0
48,서울,경영대학,0140,0142,0142,CYDF420-00,전공선택,마케팅조사론(영강),유원상,3( 3),화(2) L-P 206호 목(2) L-P 206호,,●,●,●,,,,,,,-,-,-,-,0,-,50 + 0
49,서울,경영대학,0140,0142,0142,CYDF420-00,전공선택,투자론(영강),정지웅,3( 3),화(6-8) L-P 108호 목(6-8) L-P 108호,,●,●,●,●,,●,,,,-,-,-,-,0,-,50 + 0
50,서울,경영대학,0140,0142,0142,CYDF420-00,전공선택,투자론(영강),손범진,3( 3),월(1) 현차관 301호 수(1) 현차관 301호,,●,●,●,,,,,,,-,-,-,-,0,-,50 + 0
